Product,Category,Brand,Platform,City,Price,Quantity,TotalAmount,Rating,Reviews,year,Month,Day
9,2,1,1,4,19573.37,1,19573.37,3.14,942,2024,12,26
7,3,4,1,2,4716.31,4,18865.24,3.1,2151,2024,7,8
9,2,1,1,5,9879.47,3,29638.41,3.36,1508,2024,2,28
8,2,9,2,1,14898.71,4,59594.84,3.79,4445,2024,5,18
6,4,3,0,1,3129.73,5,15648.65,4.25,3981,2024,10,30
4,3,7,1,3,11440.34,2,22880.68,1.8,1879,2024,10,13
6,4,3,0,4,16083.65,3,48250.95,3.72,347,2024,5,27
0,3,0,2,3,13571.36,5,67856.8,3.11,3615,2024,9,14
2,1,2,2,2,14337.07,2,28674.14,3.29,363,2024,1,28
3,1,5,0,2,6420.58,4,25682.32,4.36,2806,2024,1,6
1,0,6,2,0,3068.9,2,6137.8,4.22,175,2024,1,26
4,3,7,1,1,364.12,1,364.12,4.45,4752,2024,4,4
7,3,4,2,2,14577.07,5,72885.35,1.33,927,2024,1,7
6,4,3,0,4,13519.96,2,27039.92,4.31,2338,2024,10,30
5,2,8,2,0,6028.16,1,6028.16,2.3,583,2024,9,11
7,3,4,1,4,14504.67,5,72523.35,3.15,1210,2024,9,5
1,0,6,1,5,8401.88,2,16803.76,1.63,488,2024,8,14
1,0,6,0,2,13854.51,5,69272.55,1.45,4514,2024,2,21
4,3,7,0,2,19934.77,2,39869.54,2.63,2954,2024,5,21
5,2,8,2,5,17295.94,1,17295.94,4.35,186,2024,12,21
0,3,0,1,3,14449.28,3,43347.84,1.68,4913,2024,4,18
2,1,2,2,2,979.52,5,4897.6,2.45,321,2024,7,11
9,2,1,2,1,12416.14,5,62080.7,1.4,3374,2024,4,30
8,2,9,0,3,19472.54,5,97362.7,1.79,2459,2024,7,20
1,0,6,1,5,12375.7,3,37127.1,3.95,685,2024,4,5
9,2,1,1,2,8421.91,3,25265.73,3.77,3739,2024,11,16
6,4,3,2,0,14294.81,2,28589.62,1.66,1692,2024,10,17
4,3,7,0,5,7231.24,3,21693.72,3.05,4228,2024,12,7
3,1,5,2,4,13506.77,1,13506.77,1.85,4429,2024,12,11
1,0,6,0,2,13562.13,1,13562.13,3.78,2733,2024,2,5
6,4,3,2,3,13813.77,5,69068.85,3.91,3030,2024,4,5
8,2,9,1,0,14490.54,3,43471.62,3.11,610,2024,6,22
2,1,2,2,5,2041.56,5,10207.8,3.09,4976,2024,8,1
4,3,7,0,5,8684.68,3,26054.04,1.81,3007,2024,5,7
2,1,2,1,2,2403.06,1,2403.06,1.43,1423,2024,1,16
0,3,0,1,1,10068.09,3,30204.27,2.34,1333,2024,8,11
8,2,9,1,4,12037.1,1,12037.1,3.11,1328,2024,2,21
3,1,5,0,4,18463.85,2,36927.7,4.09,4323,2024,5,26
6,4,3,2,3,5127.9,3,15383.7,1.08,359,2024,12,23
2,1,2,0,4,3071.01,2,6142.02,2.41,4985,2024,11,7
4,3,7,1,5,18368.03,3,55104.09,2.6,3534,2024,4,21
8,2,9,1,1,19072.48,4,76289.92,1.24,555,2024,12,22
9,2,1,1,0,4476.79,1,4476.79,2.57,1414,2024,6,10
4,3,7,1,2,19742.15,5,98710.75,4.84,1521,2024,9,18
0,3,0,0,4,2693.03,1,2693.03,3.79,1603,2024,4,11
5,2,8,1,2,2866.73,5,14333.65,4.81,2239,2024,1,16
0,3,0,1,3,5044.65,3,15133.95,3.69,2397,2024,2,23
2,1,2,1,5,10264.46,3,30793.38,4.27,756,2024,7,8
4,3,7,1,5,8777.4,2,17554.8,4.09,3225,2024,5,8
5,2,8,0,4,8088.57,4,32354.28,3.41,4892,2024,6,7
0,3,0,2,4,13512.49,1,13512.49,2.28,2554,2024,9,27
0,3,0,1,4,9795.87,1,9795.87,1.72,1994,2024,1,14
0,3,0,1,2,19714.87,4,78859.48,3.76,2049,2024,7,3
5,2,8,1,2,4418.87,1,4418.87,4.63,1090,2024,12,13
8,2,9,1,0,9935.68,3,29807.04,2.2,4634,2024,4,1
3,1,5,1,5,12763.57,4,51054.28,3.16,4370,2024,2,20
0,3,0,0,1,971.17,4,3884.68,2.44,4765,2024,4,11
9,2,1,0,0,10624.0,4,42496.0,2.67,1712,2024,5,7
6,4,3,2,3,18588.63,5,92943.15,3.35,1643,2024,2,1
3,1,5,2,2,19317.37,3,57952.11,1.64,4973,2024,9,20
6,4,3,2,1,5003.49,3,15010.47,2.35,3002,2024,12,2
1,0,6,0,1,15860.83,1,15860.83,3.42,331,2024,2,11
6,4,3,2,0,2638.48,2,5276.96,4.42,737,2024,5,30
5,2,8,0,0,4787.99,5,23939.95,3.48,2554,2024,7,7
6,4,3,1,1,12057.78,1,12057.78,2.66,1013,2024,9,5
4,3,7,0,1,1648.4,1,1648.4,4.42,2556,2024,4,12
1,0,6,1,3,15439.07,1,15439.07,2.48,4700,2024,2,11
3,1,5,2,5,11011.82,2,22023.64,2.58,560,2024,9,27
3,1,5,2,0,8856.6,5,44283.0,3.94,1546,2024,2,25
7,3,4,2,4,3137.49,1,3137.49,3.45,1107,2024,1,2
7,3,4,0,2,9329.17,2,18658.34,1.99,4301,2024,10,16
4,3,7,1,2,730.55,2,1461.1,2.56,3750,2024,10,25
8,2,9,2,2,4919.86,5,24599.3,3.06,3389,2024,10,12
9,2,1,1,4,9113.27,2,18226.54,1.28,1799,2024,4,28
2,1,2,1,3,7849.86,3,23549.58,2.75,372,2024,3,31
2,1,2,2,4,12449.27,2,24898.54,1.03,4336,2024,9,25
9,2,1,2,0,19994.28,1,19994.28,4.37,4082,2024,6,1
8,2,9,1,4,15781.05,3,47343.15,2.93,3469,2024,6,23
0,3,0,2,3,11536.54,5,57682.7,3.66,315,2024,12,8
8,2,9,0,2,17783.94,5,88919.7,4.04,908,2024,8,15
1,0,6,0,0,1081.65,3,3244.95,2.4,4546,2024,9,8
5,2,8,1,5,2544.84,2,5089.68,4.89,2536,2024,5,3
4,3,7,0,1,5384.41,1,5384.41,1.86,4992,2024,8,9
0,3,0,0,1,16257.69,4,65030.76,2.54,257,2024,9,11
9,2,1,1,3,2859.81,2,5719.62,1.03,401,2024,5,28
0,3,0,1,3,6227.92,4,24911.68,1.08,4326,2024,1,4
0,3,0,2,4,6161.37,2,12322.74,1.0,1215,2024,8,17
4,3,7,2,0,17957.75,5,89788.75,4.38,3406,2024,10,20
4,3,7,2,2,6334.03,5,31670.15,3.27,511,2024,6,23
1,0,6,2,4,9399.94,5,46999.7,3.35,3500,2024,6,2
1,0,6,1,4,19514.1,2,39028.2,3.02,2372,2024,3,19
7,3,4,2,0,1996.93,3,5990.79,3.9,26,2024,9,22
8,2,9,2,3,7448.6,5,37243.0,2.25,3245,2024,8,27
0,3,0,1,2,1950.93,5,9754.65,2.59,3799,2024,8,26
5,2,8,1,4,17805.68,4,71222.72,1.69,4383,2024,5,11
3,1,5,1,2,16659.93,1,16659.93,2.02,741,2024,1,11
7,3,4,0,2,489.28,3,1467.84,1.31,2602,2024,12,26
1,0,6,1,3,7912.02,4,31648.08,1.7,3288,2024,9,18
9,2,1,1,5,9547.25,5,47736.25,3.02,478,2024,1,2
0,3,0,2,2,322.39,1,322.39,4.21,3387,2024,9,13
9,2,1,0,5,14311.98,5,71559.9,2.97,4771,2024,12,10
7,3,4,1,4,4644.32,1,4644.32,3.77,4589,2024,5,30
2,1,2,1,5,8880.21,4,35520.84,2.05,4394,2024,3,20
3,1,5,0,5,720.02,2,1440.04,2.53,1483,2024,9,14
2,1,2,2,0,11897.19,2,23794.38,3.97,170,2024,3,2
5,2,8,0,2,10841.8,5,54209.0,4.7,123,2024,6,4
0,3,0,1,0,2850.94,3,8552.82,3.23,789,2024,7,8
6,4,3,0,3,10394.47,4,41577.88,2.93,4390,2024,10,18
8,2,9,2,2,18067.99,5,90339.95,4.08,4741,2024,9,16
5,2,8,1,3,14206.3,1,14206.3,2.82,3720,2024,7,3
2,1,2,2,5,3582.02,5,17910.1,4.62,436,2024,10,21
6,4,3,1,0,1290.83,3,3872.49,1.53,3555,2024,5,14
3,1,5,2,2,7154.99,2,14309.98,4.4,4758,2024,11,6
2,1,2,1,0,2097.84,1,2097.84,1.45,491,2024,3,28
0,3,0,1,3,7859.95,5,39299.75,4.02,1747,2024,2,8
2,1,2,0,3,16876.42,5,84382.1,3.29,1592,2024,5,19
1,0,6,1,3,17093.31,4,68373.24,1.46,1202,2024,6,29
7,3,4,1,4,14723.36,3,44170.08,1.91,2827,2024,3,25
4,3,7,2,4,13861.7,1,13861.7,3.6,1210,2024,5,9
2,1,2,1,0,10310.24,4,41240.96,2.82,3827,2024,12,17
8,2,9,2,3,5502.54,1,5502.54,2.43,851,2024,4,13
9,2,1,0,4,10895.26,1,10895.26,3.36,4969,2024,3,23
4,3,7,0,2,6279.56,3,18838.68,1.39,4048,2024,2,6
0,3,0,2,0,3988.72,1,3988.72,4.75,2908,2024,8,14
2,1,2,0,4,18801.65,4,75206.6,4.97,1875,2024,8,18
1,0,6,2,4,17713.73,1,17713.73,3.81,1233,2024,3,22
1,0,6,2,1,12660.98,2,25321.96,2.47,4838,2024,4,12
1,0,6,2,2,13576.2,3,40728.6,1.41,2987,2024,3,10
5,2,8,1,4,7152.98,5,35764.9,4.27,1589,2024,1,23
0,3,0,0,4,18256.49,5,91282.45,3.34,1595,2024,8,21
9,2,1,2,4,6390.6,4,25562.4,4.55,1537,2024,7,31
8,2,9,1,0,11686.44,5,58432.2,4.2,1220,2024,8,17
6,4,3,0,4,1332.38,1,1332.38,1.27,3768,2024,5,6
2,1,2,1,5,15096.7,3,45290.1,2.23,4720,2024,5,28
5,2,8,2,0,3112.22,5,15561.1,2.29,2114,2024,8,29
7,3,4,0,4,1009.56,3,3028.68,3.47,4911,2024,4,26
3,1,5,2,2,7083.81,5,35419.05,4.72,3844,2024,8,30
1,0,6,0,1,603.94,1,603.94,4.54,4285,2024,10,17
5,2,8,0,2,14818.94,5,74094.7,1.66,4500,2024,5,22
7,3,4,2,0,3593.89,5,17969.45,3.47,4310,2024,1,29
6,4,3,0,4,5584.67,5,27923.35,1.97,805,2024,1,1
8,2,9,2,1,10951.19,4,43804.76,3.52,2840,2024,3,25
3,1,5,0,3,8881.58,2,17763.16,3.44,3479,2024,1,25
4,3,7,0,3,18773.79,3,56321.37,2.9,3519,2024,3,14
7,3,4,1,2,5647.45,5,28237.25,2.32,3604,2024,10,18
6,4,3,0,3,7833.6,1,7833.6,2.4,1433,2024,7,13
4,3,7,2,2,1283.45,1,1283.45,3.0,4597,2024,12,9
6,4,3,2,5,17695.25,2,35390.5,2.1,2024,2024,12,24
9,2,1,2,1,947.0,5,4735.0,4.37,2190,2024,5,4
4,3,7,1,1,6868.18,1,6868.18,1.09,1040,2024,7,10
1,0,6,0,0,8129.32,3,24387.96,4.33,4680,2024,7,22
8,2,9,0,1,11074.68,5,55373.4,2.02,2507,2024,2,8
5,2,8,0,0,4163.95,4,16655.8,1.76,1128,2024,8,13
2,1,2,1,3,834.56,2,1669.12,3.96,4046,2024,11,16
6,4,3,0,3,9373.9,5,46869.5,4.08,2659,2024,2,19
1,0,6,0,5,19054.15,5,95270.75,2.06,2934,2024,7,1
1,0,6,1,1,13646.09,2,27292.18,3.71,265,2024,5,4
7,3,4,0,5,14017.39,2,28034.78,1.16,1857,2024,6,23
6,4,3,1,0,6797.16,5,33985.8,2.56,193,2024,1,25
2,1,2,0,2,14760.21,4,59040.84,2.7,2013,2024,9,14
1,0,6,0,1,7939.77,2,15879.54,1.39,1931,2024,8,28
5,2,8,2,4,18057.71,1,18057.71,2.53,4647,2024,10,10
4,3,7,0,5,4783.27,2,9566.54,1.35,3931,2024,8,31
3,1,5,1,2,19447.12,2,38894.24,4.36,319,2024,9,10
4,3,7,0,2,13969.43,4,55877.72,4.52,583,2024,5,1
0,3,0,2,4,7975.81,1,7975.81,2.12,476,2024,7,26
4,3,7,1,0,4539.9,3,13619.7,4.48,4511,2024,6,7
3,1,5,2,1,10524.26,2,21048.52,1.79,253,2024,8,30
4,3,7,1,4,897.41,5,4487.05,3.8,1496,2024,4,2
1,0,6,2,2,13438.73,5,67193.65,3.47,2597,2024,3,1
5,2,8,1,5,3189.43,5,15947.15,1.27,1189,2024,6,28
7,3,4,0,1,10701.44,5,53507.2,1.02,3622,2024,6,18
3,1,5,1,5,12183.3,4,48733.2,3.12,2562,2024,2,20
3,1,5,2,4,15980.57,3,47941.71,2.4,2007,2024,6,27
2,1,2,0,4,13186.27,3,39558.81,1.22,1860,2024,11,11
9,2,1,2,2,11892.45,1,11892.45,2.03,3391,2024,12,22
1,0,6,0,5,2332.36,2,4664.72,3.17,3185,2024,1,11
0,3,0,2,4,4962.79,3,14888.37,4.31,3004,2024,8,27
4,3,7,0,2,13692.09,4,54768.36,2.83,1192,2024,9,5
1,0,6,2,4,6298.3,3,18894.9,4.51,1193,2024,10,14
4,3,7,2,5,377.78,3,1133.34,2.29,3723,2024,6,2
7,3,4,2,1,18500.14,1,18500.14,2.85,44,2024,8,11
2,1,2,2,3,15477.92,3,46433.76,1.89,3456,2024,12,9
4,3,7,0,1,10387.77,2,20775.54,2.37,2794,2024,6,24
6,4,3,1,5,18123.44,2,36246.88,3.1,1753,2024,3,18
1,0,6,2,1,17572.26,4,70289.04,1.69,2222,2024,12,18
9,2,1,0,1,14997.56,1,14997.56,2.66,2417,2024,2,27
4,3,7,2,3,10945.92,1,10945.92,1.21,1204,2024,10,28
9,2,1,0,5,1130.18,1,1130.18,1.16,1177,2024,9,11
1,0,6,1,2,18306.5,4,73226.0,4.94,1216,2024,8,22
3,1,5,2,2,17813.27,4,71253.08,3.89,3322,2024,8,12
5,2,8,1,0,7534.95,3,22604.85,3.01,3877,2024,11,1
1,0,6,0,1,13225.75,5,66128.75,2.92,2103,2024,8,16
0,3,0,0,0,6642.85,4,26571.4,3.51,2747,2024,9,26
2,1,2,0,0,3823.07,2,7646.14,2.13,640,2024,8,17
4,3,7,1,0,19052.29,2,38104.58,2.91,794,2024,10,19
1,0,6,1,3,7819.78,3,23459.34,3.34,1792,2024,8,9
1,0,6,2,2,3516.23,5,17581.15,3.33,279,2024,3,3
4,3,7,1,3,9678.84,5,48394.2,4.67,3412,2024,9,10
2,1,2,1,0,15912.62,5,79563.1,2.57,3239,2024,5,23
6,4,3,2,5,19284.02,2,38568.04,4.32,1719,2024,6,30
8,2,9,1,5,1704.08,5,8520.4,3.8,693,2024,9,25
8,2,9,1,0,9228.63,3,27685.89,4.69,154,2024,4,30
9,2,1,1,2,15860.96,2,31721.92,2.39,3686,2024,11,7
3,1,5,2,3,6640.34,3,19921.02,1.67,4046,2024,12,2
1,0,6,0,1,16210.79,3,48632.37,1.58,72,2024,5,4
2,1,2,1,4,8456.02,1,8456.02,3.98,3357,2024,1,10
8,2,9,1,3,2867.89,5,14339.45,3.81,1678,2024,4,18
1,0,6,0,4,2848.6,1,2848.6,2.83,1891,2024,4,1
3,1,5,0,2,14162.98,4,56651.92,1.17,930,2024,7,29
3,1,5,0,0,5893.56,5,29467.8,3.5,4124,2024,4,24
0,3,0,0,0,17579.9,2,35159.8,1.28,1330,2024,9,13
2,1,2,1,0,12364.73,5,61823.65,3.18,836,2024,1,6
3,1,5,0,0,19332.54,4,77330.16,1.68,1945,2024,6,20
6,4,3,0,5,888.64,2,1777.28,2.78,3380,2024,10,21
3,1,5,0,1,7311.74,3,21935.22,3.19,548,2024,8,29
6,4,3,0,3,9129.8,5,45649.0,2.43,1726,2024,1,30
7,3,4,1,3,7224.52,5,36122.6,3.14,1950,2024,6,22
3,1,5,2,5,19604.7,4,78418.8,1.31,2097,2024,3,31
1,0,6,0,4,5529.58,3,16588.74,1.69,1524,2024,8,11
3,1,5,2,5,13333.77,5,66668.85,2.11,4570,2024,1,12
4,3,7,1,2,12011.1,1,12011.1,3.73,4668,2024,10,31
6,4,3,1,4,10348.93,2,20697.86,3.73,1768,2024,5,2
5,2,8,0,2,4510.21,1,4510.21,3.05,3993,2024,10,4
6,4,3,0,1,1434.26,5,7171.3,1.66,4192,2024,2,29
5,2,8,1,3,17903.72,5,89518.6,2.74,777,2024,8,8
6,4,3,2,1,8889.01,4,35556.04,1.95,4464,2024,8,30
1,0,6,0,5,13573.84,2,27147.68,2.69,4327,2024,5,29
9,2,1,1,3,17053.15,5,85265.75,3.77,4274,2024,5,21
3,1,5,2,0,2933.1,2,5866.2,3.85,2735,2024,1,14
5,2,8,0,0,10863.78,4,43455.12,3.07,2004,2024,2,23
6,4,3,2,4,6515.52,1,6515.52,3.65,68,2024,11,21
7,3,4,1,1,15708.21,1,15708.21,1.82,4580,2024,7,31
8,2,9,0,3,3076.22,5,15381.1,1.43,1093,2024,6,16
3,1,5,1,0,17657.98,1,17657.98,4.23,2328,2024,8,24
2,1,2,2,0,6607.77,2,13215.54,4.17,2631,2024,6,1
2,1,2,0,3,13891.23,3,41673.69,2.52,2030,2024,10,27
6,4,3,1,2,9956.87,3,29870.61,1.48,4320,2024,9,14
7,3,4,1,4,521.13,3,1563.39,1.53,193,2024,12,4
3,1,5,2,2,11419.51,4,45678.04,3.99,370,2024,12,1
3,1,5,1,4,164.66,1,164.66,3.7,2767,2024,6,11
5,2,8,0,4,1139.55,5,5697.75,2.04,3358,2024,9,2
0,3,0,1,5,5041.17,1,5041.17,1.57,2495,2024,4,25
8,2,9,1,5,15185.68,5,75928.4,2.21,4005,2024,5,7
0,3,0,0,1,17712.44,5,88562.2,3.86,432,2024,1,4
0,3,0,2,5,12823.61,3,38470.83,4.16,861,2024,3,6
6,4,3,1,0,4581.41,4,18325.64,3.88,1848,2024,3,11
8,2,9,0,4,8723.03,2,17446.06,3.5,4147,2024,5,14
2,1,2,2,1,18401.62,4,73606.48,3.8,4241,2024,10,20
0,3,0,2,0,12258.7,2,24517.4,3.98,3945,2024,10,23
6,4,3,0,4,19442.4,1,19442.4,4.75,463,2024,5,23
0,3,0,0,1,5567.11,4,22268.44,1.27,3010,2024,7,31
2,1,2,1,4,2886.75,3,8660.25,4.87,46,2024,6,12
6,4,3,0,5,10608.71,2,21217.42,2.73,1291,2024,4,10
6,4,3,0,1,9647.25,5,48236.25,3.0,998,2024,11,22
1,0,6,1,2,16812.53,4,67250.12,1.05,4547,2024,10,10
7,3,4,2,3,19759.3,3,59277.9,2.85,3946,2024,3,18
5,2,8,0,3,12904.74,4,51618.96,3.6,2428,2024,5,22
5,2,8,0,4,1700.18,1,1700.18,2.8,3456,2024,3,22
2,1,2,0,4,14205.32,1,14205.32,2.44,3736,2024,7,20
1,0,6,2,2,14711.19,3,44133.57,2.34,533,2024,7,5
9,2,1,2,4,11612.55,2,23225.1,1.09,1081,2024,6,30
7,3,4,0,4,9429.67,1,9429.67,1.76,1339,2024,5,21
2,1,2,2,1,13661.45,4,54645.8,2.57,360,2024,11,22
4,3,7,2,0,1380.07,4,5520.28,2.89,3015,2024,6,7
8,2,9,0,4,7173.93,2,14347.86,1.96,3706,2024,8,29
6,4,3,1,2,18601.21,5,93006.05,2.44,1087,2024,8,22
2,1,2,0,3,9517.6,3,28552.8,2.49,3403,2024,1,21
8,2,9,0,2,19674.05,4,78696.2,3.13,4008,2024,9,24
0,3,0,1,2,17717.38,5,88586.9,3.54,640,2024,2,3
9,2,1,1,0,126.21,4,504.84,3.15,1389,2024,8,22
1,0,6,1,4,7785.33,2,15570.66,4.0,3382,2024,10,13
0,3,0,0,4,15341.33,3,46023.99,4.23,236,2024,1,6
8,2,9,0,2,1823.4,1,1823.4,4.02,613,2024,3,25
9,2,1,2,2,5894.18,4,23576.72,4.2,613,2024,12,16
6,4,3,1,0,5596.44,2,11192.88,1.58,2714,2024,1,6
0,3,0,0,3,6938.86,3,20816.58,3.79,239,2024,7,4
2,1,2,0,4,6550.13,5,32750.65,2.85,4294,2024,4,15
8,2,9,1,1,16052.58,2,32105.16,4.25,4911,2024,3,17
7,3,4,0,3,14469.52,2,28939.04,3.16,2494,2024,11,24
0,3,0,1,3,13111.54,2,26223.08,4.07,522,2024,9,8
7,3,4,1,5,9243.57,3,27730.71,1.59,325,2024,5,27
7,3,4,2,0,8634.59,3,25903.77,1.45,3830,2024,3,10
7,3,4,0,5,13683.61,2,27367.22,1.87,1335,2024,7,24
1,0,6,2,3,740.33,4,2961.32,4.98,1317,2024,8,21
4,3,7,1,1,10085.37,4,40341.48,2.96,650,2024,11,13
2,1,2,1,2,19555.93,3,58667.79,2.35,3354,2024,2,8
7,3,4,2,3,2262.53,2,4525.06,4.65,4540,2024,7,18
3,1,5,1,1,6857.78,5,34288.9,4.67,3426,2024,10,16
0,3,0,2,3,214.45,3,643.35,2.81,1047,2024,4,16
8,2,9,1,5,3508.46,3,10525.38,2.69,701,2024,7,15
7,3,4,1,3,15236.9,1,15236.9,1.1,2882,2024,9,9
3,1,5,0,3,5261.41,5,26307.05,2.4,4216,2024,4,2
2,1,2,1,1,9330.14,1,9330.14,1.49,1995,2024,7,5
1,0,6,2,4,8779.37,2,17558.74,2.13,4901,2024,7,24
7,3,4,2,4,4863.25,5,24316.25,2.73,205,2024,2,8
1,0,6,1,4,9816.08,4,39264.32,2.24,4216,2024,5,11
4,3,7,2,5,14176.38,5,70881.9,3.1,1759,2024,3,10
1,0,6,0,1,13765.54,5,68827.7,4.77,809,2024,6,20
2,1,2,0,4,19614.23,3,58842.69,1.75,4893,2024,5,1
4,3,7,2,1,18593.58,1,18593.58,1.68,2376,2024,10,10
9,2,1,2,1,18120.16,3,54360.48,4.27,4415,2024,1,9
8,2,9,0,0,18085.21,5,90426.05,2.15,3823,2024,1,22
4,3,7,2,2,16791.11,1,16791.11,2.8,1952,2024,4,3
6,4,3,0,0,3648.35,1,3648.35,1.7,3801,2024,5,11
4,3,7,1,5,19607.26,5,98036.3,4.98,2474,2024,5,20
1,0,6,2,3,10859.14,1,10859.14,3.0,101,2024,5,24
2,1,2,2,5,13831.72,3,41495.16,1.17,502,2024,2,6
3,1,5,1,1,17024.76,3,51074.28,4.84,802,2024,9,6
8,2,9,0,3,18743.2,5,93716.0,3.09,4439,2024,2,25
8,2,9,0,5,1688.98,3,5066.94,2.59,3583,2024,5,13
1,0,6,1,5,5029.65,2,10059.3,4.31,4984,2024,7,3
9,2,1,2,4,8003.28,4,32013.12,4.49,3601,2024,6,6
6,4,3,1,5,208.97,4,835.88,2.17,3317,2024,12,1
9,2,1,1,1,5127.73,5,25638.65,4.76,2894,2024,1,24
5,2,8,0,1,5315.79,5,26578.95,4.16,1278,2024,2,27
1,0,6,0,1,8078.91,1,8078.91,1.26,760,2024,2,19
1,0,6,2,1,19777.37,1,19777.37,4.88,3052,2024,6,27
0,3,0,1,2,15768.2,3,47304.6,1.15,2719,2024,10,9
5,2,8,2,0,12682.95,5,63414.75,3.09,2641,2024,1,25
5,2,8,1,5,2861.38,3,8584.14,1.35,3495,2024,10,18
3,1,5,0,2,11046.85,5,55234.25,4.07,1695,2024,4,23
6,4,3,2,1,1242.36,2,2484.72,2.6,4573,2024,3,5
8,2,9,2,5,19999.34,4,79997.36,4.52,3300,2024,11,6
6,4,3,1,3,5313.7,5,26568.5,4.66,1325,2024,10,3
7,3,4,1,3,3814.85,1,3814.85,3.41,3982,2024,1,19
4,3,7,0,5,11985.0,3,35955.0,4.48,3625,2024,10,6
4,3,7,1,1,5659.96,2,11319.92,3.18,3192,2024,8,19
2,1,2,2,4,13638.9,4,54555.6,1.93,1356,2024,9,20
2,1,2,1,5,17552.39,5,87761.95,2.29,2370,2024,4,4
7,3,4,2,1,10682.17,2,21364.34,1.56,1036,2024,11,1
0,3,0,0,2,16117.6,3,48352.8,1.23,942,2024,7,19
6,4,3,1,4,7596.53,5,37982.65,4.46,173,2024,4,8
2,1,2,2,4,15367.98,4,61471.92,3.55,1614,2024,1,1
3,1,5,2,4,8436.67,5,42183.35,3.61,534,2024,3,29
1,0,6,1,4,15974.9,4,63899.6,1.58,4117,2024,12,8
1,0,6,1,2,13883.13,1,13883.13,3.84,436,2024,7,7
9,2,1,1,3,15981.23,2,31962.46,2.6,3046,2024,10,5
0,3,0,2,1,10675.04,4,42700.16,2.72,3327,2024,11,15
5,2,8,0,1,15200.87,2,30401.74,4.73,2784,2024,6,1
9,2,1,0,5,1555.12,3,4665.36,3.17,4497,2024,8,9
6,4,3,0,3,4758.24,1,4758.24,1.4,443,2024,10,12
9,2,1,0,1,3227.47,1,3227.47,1.79,366,2024,8,31
0,3,0,2,0,2154.57,4,8618.28,2.22,4224,2024,1,16
5,2,8,2,3,7978.03,4,31912.12,4.93,3675,2024,7,27
1,0,6,0,4,2532.77,2,5065.54,2.26,3834,2024,1,25
0,3,0,2,2,3424.15,2,6848.3,4.9,3604,2024,5,18
4,3,7,0,1,15302.42,5,76512.1,1.61,1904,2024,5,25
8,2,9,2,4,19766.01,2,39532.02,2.28,809,2024,7,25
0,3,0,0,3,6460.41,1,6460.41,3.62,4413,2024,9,1
6,4,3,1,2,9260.62,3,27781.86,4.37,3434,2024,2,25
8,2,9,0,0,2711.43,3,8134.29,2.37,1164,2024,5,18
8,2,9,1,1,9556.31,2,19112.62,1.84,127,2024,2,25
5,2,8,1,4,18235.31,3,54705.93,4.09,4366,2024,9,29
1,0,6,1,0,12802.24,5,64011.2,1.23,116,2024,12,6
9,2,1,0,0,11283.77,4,45135.08,1.58,2150,2024,12,10
2,1,2,1,2,10252.23,5,51261.15,2.36,3648,2024,10,14
0,3,0,1,5,18958.22,5,94791.1,1.6,2384,2024,3,12
8,2,9,1,0,10435.74,1,10435.74,2.38,1483,2024,1,6
2,1,2,1,4,14810.94,2,29621.88,3.0,457,2024,11,26
6,4,3,1,4,13200.4,4,52801.6,2.56,1340,2024,11,20
1,0,6,2,4,1301.95,2,2603.9,4.77,4143,2024,5,31
5,2,8,1,1,13156.24,2,26312.48,1.1,3438,2024,9,30
8,2,9,0,2,1837.5,1,1837.5,4.59,2025,2024,11,16
5,2,8,1,0,10663.3,2,21326.6,1.6,1613,2024,10,9
2,1,2,2,4,8872.01,4,35488.04,1.87,3057,2024,10,18
6,4,3,0,0,3738.17,4,14952.68,1.06,3602,2024,5,2
6,4,3,2,4,18151.15,3,54453.45,2.3,130,2024,9,9
5,2,8,0,4,11588.25,5,57941.25,1.79,51,2024,4,11
6,4,3,2,4,8085.54,4,32342.16,3.13,1420,2024,2,24
0,3,0,1,4,18750.42,2,37500.84,3.98,4520,2024,11,9
3,1,5,0,2,13610.66,5,68053.3,3.3,220,2024,1,25
7,3,4,1,0,2756.5,3,8269.5,3.5,2847,2024,10,2
9,2,1,1,3,11014.52,2,22029.04,4.39,1619,2024,3,12
6,4,3,0,4,11618.65,5,58093.25,4.37,714,2024,10,10
2,1,2,2,1,3507.93,4,14031.72,2.72,2150,2024,7,11
3,1,5,2,3,2876.87,3,8630.61,4.17,4861,2024,3,29
2,1,2,1,4,4339.81,2,8679.62,4.0,1028,2024,9,28
8,2,9,2,5,3836.72,3,11510.16,4.29,4463,2024,3,24
4,3,7,1,4,11655.98,3,34967.94,1.91,3741,2024,10,15
3,1,5,0,4,1367.59,1,1367.59,2.75,1089,2024,6,10
0,3,0,1,4,3917.27,2,7834.54,2.31,1520,2024,10,2
5,2,8,2,2,7888.11,1,7888.11,4.83,953,2024,5,6
1,0,6,2,5,6461.3,1,6461.3,4.87,1308,2024,12,20
2,1,2,0,0,110.33,2,220.66,3.94,998,2024,4,15
2,1,2,1,3,2810.04,2,5620.08,3.44,1511,2024,1,12
8,2,9,0,0,11476.07,1,11476.07,3.33,579,2024,3,30
5,2,8,2,2,19654.22,4,78616.88,3.02,4887,2024,9,17
2,1,2,0,1,9287.57,2,18575.14,4.21,4290,2024,9,24
4,3,7,1,3,15566.57,2,31133.14,4.69,3445,2024,3,18
